noop,registration-minimal,registration-mappings,deregistration-minimal,deregistration-mappings,fork-simple,fork-fastcall,vfork-simple,vfork-fastcall
49,2938,10100,7656,11611,55425,60783,12471,11659
41,2913,7328,7614,11282,57369,55508,17608,11651
41,2658,8098,7721,11323,53161,55360,15310,12857
49,2568,8319,8303,11758,57222,60086,12480,12086
49,2929,7942,7926,11348,55417,57049,14031,15573
49,2544,7573,7705,11676,53956,64073,11807,12308
41,5128,8008,7787,11545,61382,61399,11873,11660
49,2543,8172,7713,11602,52963,58682,12381,11487
49,3102,7909,7639,11660,53374,58157,12529,14433
50,2568,7138,7672,11348,95523,62063,11520,12111
49,2707,7696,7795,11356,53997,59987,11109,12020
50,2592,9707,7894,11372,57148,58091,12029,19519
49,2666,7951,7663,11479,58896,61086,11725,12176
41,2527,7623,7778,11388,60373,58256,11790,12103
49,2938,7606,814623,11340,54695,57476,11733,11988
41,2503,7786,8763,11315,56992,62506,12144,11553
41,2888,9206,7672,12103,56623,57312,12275,11823
49,2543,7089,7656,11717,54802,56927,15458,11996
41,2740,7221,7688,11643,57189,60963,13867,11913
50,2528,7819,7631,11610,56459,56812,11848,11594
50,2601,7024,7894,11397,56303,56557,11791,15236
49,2560,9863,7565,11659,58116,59724,12127,12316
49,5235,6991,7606,11200,53637,60348,12029,11922
41,2527,7622,7664,11455,54137,62268,11783,12209
49,2855,7351,7663,11290,57796,58904,12004,11586
49,2478,7483,7820,11372,58330,59668,12012,11684
41,2839,6892,7680,11561,53719,60234,11708,11651
41,2527,9215,7672,11291,55737,58239,11930,11668
41,2863,7138,7532,11331,53202,56607,11758,11741
49,2560,7869,7615,11503,54276,60709,11971,11979
50,2527,7130,7688,11290,63105,57698,12767,12538
49,2601,7418,7655,11856,55311,58428,11725,11955
49,3298,10470,7770,11503,54801,67101,14466,11306
49,2625,7172,7606,11233,59872,58625,15335,11520
49,2478,7319,7582,11298,60275,56435,11798,12144
49,2617,8616,7639,11298,55400,60923,11405,15984
50,2577,7820,7582,11643,60258,56508,11372,12587
50,2592,9485,7540,11347,54367,56517,11651,12086
41,4849,7606,7737,11381,55327,60972,11364,11938
49,2511,7614,7885,11355,58338,58609,12906,11742
49,2782,8033,7656,11709,55097,57829,12324,11726
50,2560,7286,7671,11446,54637,61923,11544,12037
41,2503,8262,7606,11306,57690,56082,11158,11618
41,2625,7565,7614,11569,55663,56418,11946,11856
41,2815,7803,7679,11561,56852,60693,11396,12053
41,2650,7885,7811,11438,58551,57953,12267,12611
41,2609,7770,7540,11364,58904,57804,14671,12053
50,2921,7827,7631,11553,55047,61644,11684,11413
49,2757,9387,7836,11504,53218,57747,15762,11880
49,2577,7886,7721,11405,60931,56008,11372,11865
49,2617,7778,7901,11487,55310,61144,11676,12177
49,2470,8008,7721,11421,55721,56878,11955,15114
49,2675,7048,7631,12849,59929,57312,11987,11520
50,2518,9092,7623,11421,55515,59593,11520,12898
49,2913,7212,7647,11496,54326,59175,11560,12233
41,2617,7410,7590,11520,57246,58609,11939,11840
49,3003,7893,7664,11175,60996,68020,12144,11831
41,2650,7778,7656,11184,54884,57919,12907,12200
49,2732,10149,7647,11577,57657,58231,11766,11667
49,2543,7295,7688,11438,53793,59569,11479,11831
50,2691,7393,7696,11569,56631,57673,20045,11980
50,2543,7483,7581,11512,56344,57518,11955,11971
41,3044,7139,7614,11430,54014,62309,11881,11971
50,2593,8993,7623,11520,53956,58125,11553,11996
49,3184,7737,7639,11438,60078,57542,15261,11898
49,2543,7302,7639,11569,56705,61465,11545,12159
49,2560,7344,7614,11085,56902,56130,11980,12168
50,2749,7623,7656,12119,60217,58051,12168,15187
49,2642,7139,7787,11545,54325,61202,11389,12898
49,4849,8427,7623,11610,54317,56598,11725,12103
41,3044,7450,7631,11389,56565,56591,11717,12037
41,2569,7294,7672,12217,53842,59290,13005,12209
41,3101,8025,7672,11348,54046,55942,11906,12340
49,2511,7910,7623,12988,55975,55917,11692,11750
49,2593,8714,7630,686755,54621,60479,14539,11889
41,2757,8295,7770,11996,54629,64623,12480,12119
50,2618,7073,7631,11766,57017,58986,11602,12111
49,2536,7835,7663,11421,53678,61620,12201,12390
49,3020,7918,7688,11618,52242,59249,12045,11988
41,2609,9575,7688,12053,57895,58026,12004,11856
41,2847,8065,7721,11372,55187,62482,15171,12349
50,2552,7417,7656,11487,56188,59192,11972,11988
41,2740,7032,7589,11701,57665,57796,11971,15253
41,2552,7524,7787,11578,54441,61045,12447,11881
49,2683,8074,7697,11462,53448,56270,12595,12373
49,4997,6876,7590,11635,56565,58469,11873,12217
50,2568,6941,7737,11758,54555,61956,12250,12069
41,2633,7565,8172,11742,58058,58313,12028,11799
41,2979,7261,7737,11618,54342,59930,14137,12267
50,2888,6851,7630,11668,54457,56582,11979,12127
49,2691,8705,7565,11701,58256,58321,11019,12013
49,2634,7188,7672,11479,57419,61915,11725,12464
49,2658,7475,7647,11282,54917,58199,11889,12242
50,2544,7286,7729,11676,57648,57673,12677,12414
49,2609,13227,7615,11544,56615,61718,11774,11750
49,2634,9813,7811,11610,56500,58248,15343,12324
41,3249,7359,7697,11652,61973,57124,11840,12373
50,2888,7377,7680,11930,56615,61259,11709,12086
42,2510,7048,7721,12045,55672,58346,11717,15557
49,2667,7500,7745,11782,58716,58199,11290,11463
41,2552,8418,7746,11282,53948,60537,11216,13079
49,4103,7212,7779,11668,55097,56147,12111,12193
50,2642,7344,7737,11184,57328,57599,15081,12964
41,2864,7130,7787,11659,55433,60439,12497,12570
49,2872,7499,7901,11397,55836,55918,11799,12702
50,2642,7803,7885,11520,57838,56869,11610,12274
49,3020,7549,7975,11585,54761,62145,11159,12480
49,2609,7565,7712,11947,56985,59035,11914,12759
49,2568,7089,7721,11881,58986,63056,11257,12029
49,2757,7319,7712,12045,55803,58067,11692,12800
50,2667,7515,7672,11307,54079,59881,12184,12480
49,2617,9288,7827,11249,59847,58658,14752,11315
41,2831,7343,7704,11717,55425,56295,11856,12389
49,2585,7483,7894,11700,55499,61243,12110,15278
49,2987,7328,7803,11438,71712,56508,11102,12225
49,2502,7565,7754,12529,56090,56951,11528,11758
49,2601,8525,7877,11381,55991,60291,13629,11832
49,2601,8008,7738,11380,59224,57543,11914,13095
49,2511,7762,7836,11495,55146,65444,11388,12292
49,2584,7836,7770,11660,54433,63745,11701,11938
49,2847,7516,7820,11791,59560,57838,12472,12225
49,2806,9665,7704,11299,55089,56377,11381,11643
49,2536,7959,7704,11602,57484,61916,11446,11348
41,2872,8173,8008,11750,57731,57477,11963,11488
41,2978,7171,7705,11487,56910,60857,12259,11700
49,2634,7467,7779,11865,53645,58871,11299,11397
49,2707,7639,7770,11520,60537,57681,11816,12636
49,2683,9469,7828,11651,55368,59651,14466,11496
41,2757,7647,7876,11840,58051,56295,12349,11463
49,2503,7139,10380,11634,59642,56927,12512,15130
50,2576,6876,8050,11897,56295,61710,13735,11659
41,2592,7319,7885,11503,61800,56164,11577,12119
49,2552,8861,7926,11413,58026,57854,11593,12669
50,2577,8214,7754,11290,54744,61825,12504,11651
49,2651,7581,8099,11602,53964,56624,11225,11651
49,2971,7180,7803,11299,57665,56885,12415,12382
50,2715,8098,7935,12406,54014,61612,11463,11782
49,2601,8714,7713,11495,58075,56754,11347,11914
50,2610,7647,7754,11217,58273,57665,11808,12300
41,2551,7893,7762,11585,59175,58904,11265,11716
41,2577,7902,7885,11578,54736,58067,11725,12259
41,2642,7418,7778,11331,60037,56434,11036,12292
49,2568,6941,7721,11323,54703,61833,13686,11544
41,2699,8747,7737,11561,54564,57279,11118,11438
41,2765,7975,7786,11881,56565,56746,14399,12824
50,2585,7138,7836,11569,52956,61251,11971,15664
49,2609,6819,7902,11388,55425,56311,11815,11807
49,2650,7360,7712,11782,57140,56459,12233,11782
41,2576,8394,7811,11290,54548,62375,11381,12357
50,2618,8205,7795,11298,55294,57386,11955,12398
49,2839,7368,7721,11364,56935,58543,11012,11405
49,2626,7368,7746,11438,54522,62104,11085,12053
50,3258,7803,7746,11249,52176,56615,11340,17550
41,2560,8615,7664,11676,58109,56557,11611,12061
49,2560,7901,7770,11265,60020,61628,11955,11512
50,2494,7524,7754,11857,54079,58108,11561,11873
49,2626,7450,7754,12201,57706,58001,11774,16295
49,2585,8008,7836,12201,54153,60488,11930,11832
49,2856,8583,7844,11955,52939,56959,17313,11758
50,2617,7253,7786,11529,57616,59421,11733,11922
50,2904,7549,7836,11594,55359,61711,11914,15713
41,2798,7639,8139,11430,55475,64541,11429,11815
49,2716,7738,7713,11389,56688,55728,11265,13079
49,2954,7500,8164,11626,55934,60389,11726,11758
49,2790,8943,7745,11323,55146,57698,11134,12300
49,2667,7819,7762,11643,60069,57599,12151,12185
50,2962,7836,7737,11742,59782,61447,11332,14014
49,2519,7335,7721,11323,53784,57288,12751,11684
41,2814,7967,7868,11314,56508,57148,12053,11815
41,2724,8837,7754,11250,57132,61439,11446,11421
41,2642,8000,7746,11274,52996,57805,11569,11651
49,2536,7721,7778,11610,59872,57370,11880,12266
41,2683,7630,7729,11347,53702,60791,13645,11815
49,2610,7910,7697,11446,54892,58100,14654,12365
42,2626,8591,7926,11733,58224,56074,12250,12177
41,2625,7360,7778,11478,54736,59954,11471,11585
41,2888,7623,7820,11553,54506,69637,11232,15228
41,2560,7992,7770,11109,58362,57813,11832,11528
49,2551,7376,7704,11627,54187,60299,11438,11356
41,2609,8837,7770,11487,56664,57575,11626,11348
50,2650,7351,7713,11709,58347,56467,11815,14974
49,2593,8205,7696,11306,53251,62260,11372,12144
49,2683,7434,7697,11355,62728,58765,12751,12152
49,2478,7343,7779,11323,59766,58666,12184,11741
41,2921,7319,7737,11397,59709,61563,11988,11725
49,2675,8886,7975,11257,55630,57279,12012,11898
49,2830,7155,7787,11520,60553,57854,15762,12086
49,2576,7417,8065,11561,54079,61505,12152,11864
41,2634,7401,7721,11216,56049,57968,11914,12365
41,2896,7450,7894,11421,58043,57025,15376,12709
49,2699,10043,7713,11413,54965,62416,11881,11495
49,2486,7704,7762,11397,54736,58092,11914,11216
49,2897,7491,9674,11405,57879,57435,12382,15442
41,2453,7541,7918,11627,58461,151621,11798,11790
50,2823,7590,7828,11873,55433,62867,11766,13727
41,2675,9658,7836,11569,58486,56312,11938,11667
49,2560,7631,7721,11782,55310,60963,11799,11889
50,2651,7590,7738,11660,55425,57041,11816,11823
41,2650,7951,7753,11676,59322,57189,11692,12594
41,2724,8041,7712,11602,58207,60423,12759,11381
49,2823,7319,7819,11692,59848,57944,14097,11619
49,2740,7351,8024,11750,57871,57205,12151,11807
50,3094,7483,7836,11314,59601,61628,11388,12241
41,2888,7852,7705,11241,59257,65181,11553,12094
41,3053,7508,7704,11356,55942,59125,11348,11676
50,2691,7754,7729,11602,55286,60709,15376,11816
50,3110,10502,7795,11405,59881,58100,11602,11397
49,2667,7779,7959,11709,54121,58059,11561,15507
49,2724,7294,8172,11528,56213,62087,12103,13702
41,2732,7991,7713,11544,58707,57460,12037,11692
49,2609,7065,7713,11536,56229,57985,12488,11741
49,2806,8590,7712,11438,56073,62621,11520,11315
49,2954,7310,7762,11553,61086,57813,11454,11774
50,2716,7762,7672,11479,55557,56155,12061,12078
49,3044,7131,7696,11347,57082,61489,14605,11996
41,2617,7524,8164,11422,139609,57280,12866,11553
41,4332,9428,7737,11232,58928,57320,18511,13070
41,2495,7598,7680,11561,55155,61727,11659,11479
41,2634,7967,7820,11864,57189,56746,12021,11569
41,2527,7376,7746,11454,56877,57542,12390,11775
41,2979,7746,7910,11528,54736,60504,15163,11864
41,2560,7565,7746,11848,59323,56410,12291,12455
49,2995,9411,7910,11257,54892,57829,11725,14350
41,2642,7171,7803,11897,56213,60693,11757,15319
49,2798,7541,7762,11659,59626,54613,11930,11684
50,2585,7737,7729,16590,57066,58198,12119,12045
49,2593,7106,7705,11774,59257,58617,11421,11421
49,2798,10511,7729,11241,60578,58338,12110,11528
49,2692,7663,7762,11355,54063,57353,14925,12791
49,2527,7458,8115,11651,58420,60012,12833,11717
49,2609,7278,7680,11298,60955,57337,12349,11823
41,2568,7196,7745,11323,55368,58494,12685,11897
41,4865,8648,7737,11446,55934,60307,12168,11717
41,2601,7852,7729,11512,59093,57485,11635,11512
50,2601,7040,7721,11347,83265,56959,12316,12283
50,2904,7582,7688,11372,53948,59470,11807,11799
49,2675,7664,7762,11339,58232,56106,16025,13842
41,2667,8484,7762,11314,54662,56401,13005,12316
41,2896,7155,7745,11454,53727,59052,12981,15459
49,2544,7532,7828,11512,58732,57222,12135,11856
41,3003,7401,7737,11495,53997,56221,12398,11676
41,2683,7696,7770,11496,55352,58929,12259,11897
49,2601,7131,7754,11430,57345,56271,14540,11618
50,2576,8706,7738,11381,54556,56467,11922,13119
49,2560,7442,7704,11118,56902,59963,11996,12595
50,2888,7359,7795,11315,56713,66108,11873,11733
49,2675,6999,7746,11593,55368,57969,12997,11610
49,2544,7745,7770,11832,54802,60734,11931,11708
41,5218,9427,7753,11922,64172,56795,11873,11315
49,2527,7352,7721,11758,56049,57911,11832,11224
41,2872,7072,13645,11422,57747,60554,12086,13293
50,2511,7688,8065,11684,58084,57788,11610,11651
41,2700,7393,7754,11651,54391,56869,15065,12685
49,2757,8648,7672,11430,54604,60094,11914,11856
41,2551,7351,7762,11577,56599,56779,11873,15023
49,2970,7853,10018,11602,53850,57247,12521,11897
50,3011,7433,7729,11626,53661,61817,14392,11832
49,2618,7409,7852,11463,60996,55737,12349,11881
41,2987,8853,7697,11545,55729,56960,11470,11848
41,2593,7631,7705,11872,58042,59610,12553,11414
49,2552,7098,7738,11651,58921,56624,11815,12660
49,2839,7648,7762,11429,56886,56787,11561,12980
49,2535,7499,7754,11528,55097,61300,11659,11323
50,2470,7589,7745,11380,59355,59298,12808,11610
49,2782,10240,7704,11520,55302,58100,12464,14441
41,2896,7089,7754,11273,52446,60963,12021,11602
49,2650,7647,7754,11593,63573,57320,12456,11175
49,2503,7319,7770,11347,54638,57731,14301,11520
49,2749,7696,7786,11487,55564,61046,12233,11421
50,2560,9108,7926,11700,59634,58707,11807,11798
49,2486,681299,7737,11602,54612,57353,14613,15819
41,2839,7770,7754,11725,52947,61316,12119,11561
49,2748,7705,7845,11602,57485,58092,11774,13062
50,2519,7491,7770,11561,54868,57616,12152,12136
49,2888,7106,7721,11725,55885,62334,11700,12159
49,2601,7910,7746,11930,57443,58609,11380,11602
49,2552,7779,7738,11626,53989,58502,12266,11652
41,2568,7737,7746,11331,54679,61637,11954,12160
49,2527,7229,7688,11388,58822,58281,12061,13735
49,4693,6949,7811,11388,53669,60389,11733,13005
41,2929,7623,7754,11503,53399,62268,12406,11692
50,2593,7155,7778,11643,59118,57764,11536,11503
49,2617,7196,7721,11610,56426,57239,12283,11619
41,2584,8000,7745,11577,54367,61037,16516,12193
49,2642,7072,7746,11577,57230,58830,14285,11570
50,2535,8148,7713,11766,54662,58305,12151,14351
49,2855,7770,7696,11339,53702,61882,11840,11831
49,2576,7515,7787,11626,58978,59134,11898,11397
50,3331,7179,7975,11487,54375,58403,11963,12242
49,2609,7417,7704,11438,58411,61300,12283,11561
49,2577,7057,7738,11348,56672,58018,11758,11225
41,2576,7754,7819,11430,57386,56451,12357,12168
49,2552,7565,7738,11700,54957,60365,11864,14350
49,2543,7803,8213,11782,58297,57222,11782,12061
41,2593,7179,7672,11586,54374,57099,13096,11429
41,4825,7507,7713,11331,53570,58912,12620,11380
49,2962,7213,7770,11380,60061,62383,12250,11126
41,2658,7344,7754,11389,56869,56992,11799,12184
49,2519,7557,7778,11889,56213,61161,17501,11938
41,2609,10109,7639,11643,60939,57214,12423,11905
41,2642,7270,7680,11717,56992,58149,12627,12603
41,2912,8008,7754,11668,54727,61276,12168,15163
41,2601,7820,7713,11479,59847,57534,11413,11610
49,2954,7056,7729,11569,56631,59216,11627,11733
49,2904,9231,7729,11627,57402,61111,11972,11782
41,2642,7541,8065,11668,58575,58051,11594,12513
49,2946,7237,7770,11709,56697,57607,11725,14572
41,2642,7853,7704,11520,54071,61037,11594,12176
49,2609,7048,7770,11668,56467,56410,11807,11840
41,2511,7590,7754,11307,61136,57468,12513,12611
41,2592,7106,7787,11684,55433,62145,11938,12168
50,5719,7787,7664,11405,59938,59019,12143,11693
50,3233,7278,7860,11635,55638,56828,14120,11766
49,2675,7901,7794,11454,54785,61768,12053,11496
41,2675,7442,7738,11511,57960,58403,15049,11848
41,2568,9223,7754,11478,55154,57296,11947,13178
41,2724,7031,8222,11471,55031,59782,11635,11906
41,2560,7910,7680,11340,58749,56894,11569,15762
49,2683,7533,9247,11725,55450,56647,12496,12127
49,2585,7040,7762,11815,57238,61702,11988,12069
49,3159,9518,7787,11824,59035,57369,12406,14113
41,2592,7049,7737,11831,58601,58666,12070,11742
49,2724,7705,8025,11331,54711,60857,12702,11586
50,3052,7376,7663,11635,59430,58379,11635,11659
49,2691,6711,8123,11487,55384,57263,11914,13062
50,2995,9288,7836,11569,54276,59774,11569,12193
41,2576,6892,7704,11659,57074,57436,14376,12061
49,2855,7532,7729,11511,55294,58141,13104,12316
50,2839,7359,8221,12127,54506,62449,12094,12603
49,2815,7893,7770,11454,59552,56738,11692,12299
49,2667,7270,7779,11561,54219,57469,15729,11561
50,2511,9633,7639,11791,54728,60348,12349,11816
41,2740,7311,7704,11627,58059,58543,11905,14966
49,2470,7516,7852,11553,55646,57337,11446,13301
49,2700,7114,7779,11396,56885,60028,11495,14030
49,2528,7442,7737,11471,58346,58239,11660,12118
49,2781,9124,8000,11487,57132,54867,12734,11594
49,2683,7581,7901,11905,59782,58132,11930,11519
41,2699,6917,7909,11282,61825,56459,11561,11405
49,2470,8017,7672,11906,53932,55499,11922,11881
49,3045,7376,7721,11610,55014,62055,14572,11159
49,2618,8418,7902,14137,57558,57312,12898,11380
49,4439,7491,7705,12308,55523,57689,12242,12340
49,2536,7384,7868,11652,54449,59609,12062,11102
41,3061,7114,7680,11725,57624,56779,11782,11151
49,2577,7877,7704,11692,55638,55876,16509,11725
49,2815,8910,7729,11749,54818,58748,12028,11102
49,2609,7377,7721,11405,59782,56262,12275,10954
49,2568,7787,7680,11749,54383,57977,11864,17567
41,2872,7335,7688,11233,63137,60832,12037,11503
49,2527,7615,7721,11299,66009,57271,12340,11044
49,2560,7631,7721,11487,59454,56697,11643,11733
50,2798,9641,7737,11880,54966,60561,12045,11635
49,2503,7647,7754,11496,59913,57739,12595,11692
49,2609,7147,7762,11659,55712,58067,14630,11856
49,2617,7598,7647,11348,55852,61455,11872,12012
49,2543,8246,7639,11594,59823,59323,11946,13530
49,2814,9961,7737,12595,55524,58469,12004,12045
49,3668,7671,7746,12152,59528,60734,11700,11758
50,2494,7745,7721,12004,55458,57886,13005,12135
50,2823,8099,7786,12144,54031,56418,11881,11996
49,2691,7368,7721,11831,60586,60693,15130,12423
41,2617,9075,7762,14268,54260,57575,11873,13309
41,2946,8270,7729,11783,55072,57288,12997,15073
49,2585,7155,7771,12594,58289,61760,11782,11225
50,2503,7664,7696,11586,53194,57928,11881,11339
50,2962,7918,7779,11388,57394,57748,11783,11495
50,2609,7212,7762,11979,58010,60036,11749,10921
58,2814,8164,7950,11454,55606,58518,14276,11249
49,2659,7770,7770,11446,55942,57887,12512,11980
49,2601,7073,7705,11553,56746,61448,11782,11282
50,2666,8025,7762,11790,54630,57690,12800,11594
49,2552,7844,7754,12062,53415,57033,12333,11667
49,2519,9173,7721,11897,58872,60939,11651,11684
50,4907,7688,7672,11758,55072,57829,12184,11537
49,2830,6950,7779,12890,55409,58437,11380,11340
50,2880,7656,7721,11438,58469,58847,12578,14137
50,2945,7187,7778,11339,55031,55507,15500,11709
49,2584,9592,7713,11742,53759,56426,12668,11979
49,2585,8032,7713,11585,61866,59783,11553,15031
49,2552,6909,7737,11913,55237,56984,11988,10773
49,2536,8131,8878,11684,58092,56984,12069,11495
49,2519,7302,7730,11503,58198,67798,13825,11151
49,2765,9050,7688,11946,57026,59052,11881,11258
49,2856,7508,7721,12028,55672,55663,11930,12110
49,2593,7696,7713,11693,59758,61029,11922,11807
57,2683,6974,7910,11873,54407,56762,11470,11750
50,2667,7893,7721,11635,54375,57928,12176,11848
49,2552,6712,7721,11438,60726,62186,11979,11922
50,3027,9362,7688,11356,53973,55860,12095,12078
49,2748,7541,7794,11643,56647,58642,12611,13587
50,2519,6925,7730,11495,58608,60948,12775,11282
58,2847,7976,7713,11355,56664,57583,15417,11093
57,2503,7770,8057,11512,54884,56615,11873,11421
49,2716,8993,7811,11906,62236,61949,11610,14818
49,2585,8000,7721,11208,55581,58215,11511,11840
50,2618,6999,7721,11675,56951,57148,14129,12070
49,2552,7754,7688,11799,61423,61472,12307,11971
49,3044,7130,7672,11675,57641,56968,11586,11709
49,2536,8706,7704,11430,56992,59142,12717,11471
49,3298,7680,7803,12110,59643,60857,11988,11971
49,2560,7778,7705,12062,55507,57328,11995,12103
49,2560,7171,7745,11446,54391,57559,12070,11643
49,2953,7664,7688,11520,59462,59683,12521,11495
49,2495,7811,7770,11667,55557,57025,11676,14605
58,4767,7262,7721,12439,54950,57190,11807,12677
49,2634,7491,7762,12349,57542,60192,12677,11528
49,2559,6949,7754,12029,57829,56770,11635,11643
49,2897,7688,7959,12373,53957,57008,14991,11947
49,2576,7155,7738,11569,58362,59265,11906,11462
50,2683,10068,7787,11758,53194,58034,13908,14835
49,2929,7384,7712,11667,55269,56976,11963,12644
50,2503,7352,7689,11397,57821,60587,12628,12505
49,2749,7959,7729,11791,53759,57164,11922,12119
50,2839,7392,7705,11487,53283,57165,12160,11988
49,2519,8492,7713,11569,58838,60841,11954,11668
49,2880,13234,8041,12463,58781,58322,12381,11520
50,2568,7212,7762,11438,56163,57797,12513,12890
50,2601,7146,7926,11676,56131,61981,11857,14022
50,2593,7524,7762,11890,53620,57403,12045,11872
49,2470,8386,7680,13259,54704,56796,12135,12439
49,4127,7786,7795,11405,57509,60742,12111,11430
49,2535,7902,7762,11947,54087,57090,12013,11791
49,2929,7245,7639,11692,54047,58240,17059,12176
49,2864,7959,7721,11708,60528,59979,15483,11504
58,2592,7147,8123,11766,56254,58609,12119,14933
50,2634,8296,7795,11429,56205,57854,12595,12119
49,2609,7992,7672,12111,58691,61333,12177,11807
49,2618,7188,7770,12119,56090,57164,11593,11725
49,2552,7393,7787,11651,54177,57715,11798,12365
49,2536,7680,7721,11282,60971,60948,11421,11282
57,2601,8648,7811,11946,54916,59208,12069,11692
49,3224,7532,7721,11643,54983,57747,12586,14785
49,2658,7631,7910,11397,59167,63704,11585,11938
50,2634,7114,7631,11299,61218,58633,12873,12168
49,2544,7450,7729,11996,58871,56771,13243,11471
49,2807,8648,7713,11824,57911,59298,11791,11372
49,3873,8312,7770,11561,55261,57985,12177,12053
49,2519,7467,7697,11897,54211,58223,14712,11938
49,2560,7023,7730,12357,60430,61136,15433,11167
50,3257,7868,7975,11799,54153,60176,12505,12520
